Timestamp;latency;status;method;endpoint
1402816304.271375;238;200;POST;Interact2
1402815618.251539;74;201;POST;Interact3
1402816437.61721;100;302;PUT;Popular
1402816440.747437;48;400;DELETE;Interact1
1402815656.698331;58;200;PUT;Interact1
1402815949.33886;42;200;POST;Popular
1402815754.849161;56;200;PUT;Interact2
1402816592.756954;47;200;DELETE;Other
1402816099.157623;265;500;PUT;Interact2
1402816056.790158;21;200;GET;Interact2
1402816388.756596;214;400;POST;Interact1
1402816216.779172;261;405;POST;Other
1402816171.691458;53;201;POST;Interact3
1402815612.173598;62;500;GET;Other
1402815801.656054;109;405;DELETE;Interact1
1402816489.533472;176;200;GET;Interact2
1402816314.1478;77;200;GET;Popular
1402815641.860823;93;405;PUT;Interact2
1402816101.108465;217;200;POST;Interact2
1402816484.985294;112;302;DELETE;Popular
1402816364.11361;228;200;GET;Interact2
1402816273.15779;164;200;DELETE;Other
1402816107.248157;167;400;POST;Interact3
1402815993.242862;212;500;GET;Other
1402816383.972551;160;400;PUT;Interact2
1402815996.561719;175;200;DELETE;Popular
1402816116.405277;137;200;GET;Interact2
1402816037.132875;45;200;GET;Interact1
1402816346.375403;73;200;PUT;Interact3
1402815710.267472;94;201;GET;Interact1
1402816485.777614;196;200;DELETE;Interact3
1402816116.998501;67;200;POST;Other
1402815777.350246;88;201;GET;Interact1
1402815703.681186;25;302;POST;Interact2
1402816471.21535;25;200;DELETE;Interact1
1402816566.712133;25;200;GET;Popular
1402816126.275743;158;200;GET;Popular
1402816464.056346;58;200;DELETE;Other
1402816386.374743;255;200;DELETE;Other
1402816554.422953;233;200;GET;Interact3
1402816136.333133;182;200;POST;Interact1
1402816150.763257;58;201;POST;Interact2
1402815870.225084;60;200;GET;Popular
1402816008.335378;249;200;POST;Interact3
1402815621.729085;142;500;DELETE;Other
1402816545.136179;58;404;POST;Interact1
1402816496.039112;31;200;PUT;Popular
1402816482.947734;282;400;PUT;Interact3
1402815698.244421;73;201;GET;Interact2
1402816076.62403;284;302;POST;Other
1402816446.91269;73;302;PUT;Popular
1402815680.126446;72;200;DELETE;Interact3
1402815757.553664;201;200;PUT;Interact1
1402816147.295421;205;200;DELETE;Interact2
1402815971.806196;101;201;GET;Interact1
1402816184.611015;193;200;PUT;Interact2
1402816568.524448;56;200;POST;Interact3
1402815619.485501;154;404;PUT;Interact3
1402816089.166947;247;500;PUT;Popular
1402815842.964966;152;201;POST;Popular
1402816274.914401;21;200;DELETE;Interact1
1402815828.391042;171;200;PUT;Popular
1402816296.959021;48;200;DELETE;Interact3
1402815697.128846;188;500;GET;Interact2
1402816529.057329;38;200;POST;Interact2
1402815921.384527;183;405;POST;Popular
1402816417.045209;219;200;PUT;Popular
1402815722.55928;91;302;PUT;Interact1
1402815840.21616;121;201;POST;Popular
1402816230.369291;174;404;DELETE;Interact3
1402815769.3893;75;200;DELETE;Other
1402816054.323256;48;302;PUT;Other
1402816377.270441;293;200;PUT;Other
1402815616.828826;123;200;GET;Popular
1402815993.658893;159;400;POST;Other
1402815742.926154;180;404;PUT;Interact3
1402816503.87048;256;200;DELETE;Popular
1402816456.05541;180;302;PUT;Interact1
1402816061.550755;265;200;POST;Interact3
1402816258.469464;271;302;PUT;Interact2
1402816128.345836;72;200;PUT;Interact2
1402815685.518689;89;404;PUT;Popular
1402816538.827055;226;200;DELETE;Interact3
1402816368.531263;80;302;PUT;Interact3
1402815930.777506;290;200;GET;Interact1
1402816246.566437;97;500;PUT;Interact3
1402815681.983831;192;200;PUT;Interact2
1402816501.324087;134;201;GET;Other
1402815851.476445;123;201;POST;Interact2
1402816422.323222;299;200;POST;Interact1
1402815972.794606;287;400;DELETE;Other
1402815844.591416;83;201;POST;Interact3
1402816019.99387;277;200;DELETE;Interact1
1402816394.341502;266;200;GET;Interact3
1402816149.153389;181;200;PUT;Other
1402815603.852619;123;200;PUT;Interact1
1402816120.071027;41;200;POST;Interact2
1402815703.237472;165;200;POST;Popular
1402815654.369383;59;201;POST;Interact3
1402815890.06173;295;400;GET;Other
1402816553.494709;72;200;GET;Interact1
1402815717.450268;149;200;POST;Interact3
1402816342.934491;107;200;POST;Interact3
1402816469.337023;113;200;PUT;Interact2
1402815761.077587;216;500;PUT;Interact2
1402816067.588264;214;200;GET;Other
1402816228.481946;231;404;PUT;Popular
1402816114.636896;202;200;PUT;Interact3
1402816532.374913;37;200;DELETE;Interact2
1402815882.392847;112;404;GET;Other
1402816198.359535;106;200;GET;Popular
1402816383.621872;273;404;DELETE;Interact3
1402816500.972935;140;400;PUT;Interact2
1402815626.804846;89;500;DELETE;Interact2
1402816184.486196;121;200;PUT;Other
1402815708.896788;156;201;DELETE;Other
1402816508.656477;223;200;GET;Interact2
1402815640.061109;234;302;GET;Popular
1402816155.625563;140;404;PUT;Other
1402816155.172487;250;201;POST;Other
1402815949.184519;146;302;PUT;Interact2
1402816322.145381;218;200;PUT;Interact1
1402815867.530852;279;200;DELETE;Popular
1402816526.046629;222;200;DELETE;Popular
1402815642.657223;71;200;POST;Interact2
1402815993.406531;273;200;GET;Interact2
1402816586.892151;282;200;DELETE;Other
1402815947.896363;25;200;POST;Popular
1402815998.860812;25;200;POST;Popular
1402815928.477568;209;200;PUT;Other
1402815918.701285;278;404;DELETE;Popular
1402815857.41098;260;302;POST;Interact3
1402815812.44359;252;200;DELETE;Interact1
1402815648.047031;66;302;DELETE;Other
1402815660.973213;186;302;GET;Interact2
1402816431.886949;80;200;POST;Popular
1402815989.978984;109;302;GET;Interact3
1402815726.03166;60;200;DELETE;Popular
1402816289.687964;150;201;POST;Interact2
1402816271.985046;243;302;DELETE;Interact2
1402816013.220963;76;200;GET;Other
1402815744.594195;228;302;GET;Interact3
1402815695.781925;39;200;PUT;Interact2
1402816383.651932;239;201;PUT;Interact1
1402816078.002606;189;201;DELETE;Other
1402816079.727942;36;400;POST;Other
1402816178.682804;56;200;DELETE;Popular
1402815933.849355;144;200;GET;Other
1402815606.946305;96;200;GET;Other
1402816433.3561;229;200;GET;Other
1402815861.752125;78;200;GET;Interact1
1402815669.731108;171;302;DELETE;Interact1
1402816301.855532;181;200;PUT;Interact1
1402816296.440927;130;201;GET;Interact1
1402815606.180218;202;200;DELETE;Other
1402815969.121166;60;200;GET;Interact1
1402816252.055416;150;200;POST;Interact2
1402815808.226009;203;500;DELETE;Other
1402816222.590284;149;200;GET;Other
1402816179.484951;43;200;GET;Other
1402815789.43437;295;200;GET;Other
1402815759.598053;263;201;POST;Interact2
1402815802.342918;190;200;GET;Popular
1402816418.706511;140;400;DELETE;Interact1
1402816468.32646;283;200;DELETE;Popular
1402816076.466549;67;302;GET;Interact2
1402815666.85427;250;400;GET;Other
1402816387.873654;23;200;DELETE;Popular
1402816220.82905;42;405;POST;Interact3
1402815931.524299;286;404;PUT;Other
1402815649.800821;210;404;PUT;Interact3
1402816560.621033;278;200;PUT;Interact2
1402816467.775741;116;200;POST;Other
1402816169.38179;178;200;POST;Interact2
1402816396.513196;81;400;POST;Interact3
1402816084.291176;48;404;PUT;Popular
1402816223.726406;52;200;GET;Other
1402815868.120588;33;200;DELETE;Other
1402816464.841403;292;405;DELETE;Interact3
1402816333.432425;139;302;GET;Popular
1402816342.947303;167;404;DELETE;Interact3
1402815638.525322;204;200;POST;Other
1402816144.278316;293;200;POST;Interact2
1402816166.930083;245;200;POST;Other
1402815796.405711;120;400;POST;Popular
1402815822.72549;67;200;PUT;Other
1402816169.284695;148;200;GET;Interact3
1402815865.287108;51;200;PUT;Interact3
1402815656.47906;204;500;GET;Popular
1402815703.468486;128;302;POST;Interact1
1402816322.946126;159;200;POST;Popular
1402816531.537313;129;200;POST;Interact2
1402816011.742252;157;302;GET;Popular
1402816210.672458;299;200;PUT;Other
1402815825.065872;86;200;GET;Interact3
1402816371.986501;125;405;GET;Popular
1402816599.418526;174;201;DELETE;Popular
1402815869.805432;221;404;PUT;Interact2
1402815887.551437;273;200;DELETE;Interact2
1402816142.67605;59;201;PUT;Interact3
1402815720.987504;257;200;PUT;Interact3
1402816055.409078;53;200;PUT;Other
1402816328.446398;73;404;POST;Interact1
1402815713.396696;51;400;DELETE;Interact2
1402815909.81479;156;302;GET;Interact1
1402815965.388124;291;200;PUT;Other
1402815773.768289;207;200;PUT;Interact1
1402815960.496828;185;200;DELETE;Interact3
1402816486.377133;106;200;DELETE;Interact1
1402815772.962344;44;400;PUT;Interact2
1402815793.639871;83;200;POST;Other
1402816448.843162;256;200;DELETE;Interact1
1402815701.40818;181;200;GET;Other
1402815975.750944;198;201;DELETE;Interact2
1402816374.307046;253;400;POST;Other
1402815746.808514;291;400;GET;Other
1402815696.34016;291;400;DELETE;Other
1402815636.267724;42;200;POST;Popular
1402816074.474441;134;404;PUT;Popular
1402815833.082442;201;302;PUT;Interact1
1402815710.145713;245;302;POST;Popular
1402816205.46577;171;400;POST;Interact3
1402816572.290111;96;405;GET;Other
1402815670.729653;127;200;GET;Interact2
1402816515.123375;250;500;GET;Interact1
1402816115.871847;274;200;POST;Interact3
1402816389.222317;212;201;PUT;Interact1
1402815920.505815;276;200;PUT;Interact2
1402815659.334634;112;200;POST;Interact3
1402815881.254459;69;200;PUT;Interact2
1402816040.437765;198;200;DELETE;Popular
1402816313.883008;119;200;DELETE;Other
1402816056.556983;167;200;DELETE;Interact1
1402815756.604519;203;400;GET;Popular
1402815815.298265;90;200;POST;Popular
1402815799.925427;285;200;POST;Interact2
1402815799.128705;109;200;PUT;Popular
1402816159.387918;228;400;POST;Other
1402816351.487952;151;200;PUT;Popular
1402815934.097521;218;200;GET;Interact2
1402815739.642454;125;302;DELETE;Interact2
1402815770.62614;131;201;POST;Popular
1402816300.192274;87;404;GET;Interact3
1402815798.32141;180;404;DELETE;Popular
1402816082.353581;131;200;DELETE;Other
1402815684.422662;48;302;POST;Interact3
1402816368.732109;281;200;DELETE;Interact2
1402815930.852189;249;200;PUT;Popular
1402815898.050302;167;201;GET;Other
1402816479.081822;286;200;DELETE;Interact3
1402815999.44459;265;200;POST;Other
1402816319.783067;215;200;DELETE;Interact2
1402816311.037831;49;200;POST;Interact3
1402815732.883479;184;200;PUT;Popular
1402815640.17456;63;200;GET;Popular
1402816305.821392;240;500;PUT;Interact3
1402816462.613498;236;404;GET;Interact1
1402815662.833353;192;200;DELETE;Interact2
1402815649.686047;293;400;PUT;Interact1
1402815666.584718;289;200;PUT;Other
1402816136.567362;99;200;PUT;Interact1
1402815882.125404;246;500;DELETE;Interact1
1402815875.90924;25;201;POST;Interact3
1402815868.114449;77;200;GET;Interact2
1402816213.693945;95;201;GET;Interact2
1402815720.332178;288;201;GET;Popular
1402815974.443849;199;400;DELETE;Interact1
1402815972.442999;230;201;GET;Popular
1402815829.75088;260;200;DELETE;Interact3
1402816279.07107;111;200;GET;Interact2
1402815690.731264;248;201;PUT;Other
1402815688.317608;167;500;DELETE;Other
1402816396.189516;158;200;POST;Interact1
1402816454.383386;240;201;DELETE;Other
1402815973.514999;207;404;POST;Interact2
1402816110.132016;80;200;POST;Interact2
1402816144.129644;26;200;PUT;Other
1402815799.096371;173;200;POST;Popular
1402816598.757727;300;200;GET;Interact1
1402816356.802257;203;200;POST;Interact1
1402815776.068325;238;200;PUT;Popular
1402816158.198086;207;500;GET;Other
1402815810.020882;32;201;GET;Interact1
1402816260.502462;270;400;GET;Interact2
1402815965.160973;114;404;DELETE;Interact2
1402816246.84296;193;200;GET;Other
1402816550.751995;117;200;POST;Other
1402816032.616887;110;200;DELETE;Other
1402816533.335218;283;200;GET;Other
1402816408.023956;261;200;DELETE;Interact2
1402816304.871691;133;200;POST;Interact2
1402816497.750987;98;200;PUT;Other
1402815675.977417;165;404;GET;Interact2
1402816020.698444;158;201;POST;Interact2
1402816254.706365;64;302;PUT;Popular
1402815760.190224;36;200;POST;Interact2
1402816237.728746;140;302;POST;Interact2
1402815904.033797;38;200;GET;Popular
1402816505.227562;299;200;PUT;Interact2
1402816310.316614;210;302;GET;Popular
1402816289.143477;104;302;POST;Popular
1402815971.09609;200;200;DELETE;Interact2
1402816179.41249;54;302;POST;Other
1402816295.310748;97;200;GET;Interact3
1402816505.017672;61;404;DELETE;Interact1
1402816428.585753;40;302;GET;Interact2
1402816295.883579;137;200;GET;Interact1
1402816320.58863;169;200;DELETE;Popular
1402815910.115997;204;201;GET;Interact3
1402816223.793192;274;200;POST;Interact1
1402816351.343058;106;302;POST;Interact2
1402816351.972057;61;201;DELETE;Popular
1402816151.982579;49;200;PUT;Interact1
1402816188.515932;117;500;POST;Interact2
1402815677.945616;144;201;PUT;Popular
1402816337.538444;266;404;POST;Interact3
1402816051.098519;211;400;DELETE;Interact3
1402816000.978187;32;404;PUT;Interact3
1402816316.889128;228;200;PUT;Interact3
1402815993.113542;105;400;PUT;Interact2
1402816409.113791;101;200;DELETE;Interact3
1402815667.561028;224;200;DELETE;Interact3
1402816509.297642;49;302;PUT;Interact1
1402816126.279553;152;201;DELETE;Other
1402815601.75212;112;200;POST;Interact1
1402816181.866106;248;404;DELETE;Popular
1402815820.592556;171;200;DELETE;Interact3
1402816442.966935;216;302;DELETE;Interact2
1402816515.774008;31;201;DELETE;Interact1
1402815807.403727;23;200;GET;Interact3
1402815976.229595;73;200;GET;Interact2
1402815686.469232;66;404;DELETE;Interact3
1402815953.186804;90;201;PUT;Interact2
1402816198.839397;126;200;POST;Interact3
1402815778.017477;24;400;PUT;Popular
1402815779.999774;56;201;GET;Interact2
1402815927.599379;185;200;GET;Interact3
1402816540.252924;245;404;DELETE;Interact3
1402816277.398475;170;200;GET;Interact2
1402816406.983626;32;405;PUT;Interact3
1402816111.496404;64;200;GET;Interact1
1402816038.941363;294;302;POST;Interact3
1402816437.512366;70;302;GET;Popular
1402816494.959783;250;200;GET;Interact1
1402815726.822118;285;302;POST;Popular
1402815983.441619;198;200;GET;Other
1402815896.736065;108;200;GET;Other
1402815781.426533;245;200;DELETE;Interact3
1402815690.467476;113;405;PUT;Other
1402815873.817858;200;200;POST;Interact1
1402816175.071245;127;404;DELETE;Interact2
1402816314.275589;294;200;PUT;Interact1
1402816273.177171;170;200;GET;Popular
1402815636.003593;147;404;DELETE;Interact2
1402816408.783722;285;302;PUT;Interact3
1402815781.916307;241;201;POST;Interact2
1402816405.869378;148;200;GET;Interact2
1402816259.339432;45;400;GET;Popular
1402816465.60933;66;200;PUT;Popular
1402815737.930292;116;200;DELETE;Other
1402816467.727243;172;302;DELETE;Other
1402816500.414736;68;200;GET;Other
1402816454.407012;297;500;PUT;Interact1
1402816132.700694;168;200;GET;Interact1
1402816599.830865;281;201;POST;Other
1402816051.894233;139;200;DELETE;Interact2
1402815676.049803;51;201;GET;Other
1402816217.174264;279;200;POST;Interact1
1402815877.221168;45;200;DELETE;Interact2
1402816022.329818;115;405;DELETE;Interact3
1402816585.185869;259;400;PUT;Interact2
1402815830.563538;145;200;GET;Interact3
1402816105.555277;190;500;DELETE;Popular
1402816002.340048;170;200;DELETE;Interact2
1402816325.448493;78;400;PUT;Interact3
1402816544.530636;132;200;PUT;Interact2
1402816022.526968;23;201;GET;Interact1
1402815949.678611;60;201;PUT;Interact1
1402816389.489626;93;405;POST;Popular
1402816507.910059;128;405;POST;Other
1402815971.490018;68;500;DELETE;Interact3
1402815660.224907;289;201;PUT;Interact1
1402816498.040282;208;200;GET;Interact2
1402816289.194249;280;404;DELETE;Interact3
1402816552.379758;197;404;POST;Popular
1402816000.704939;296;200;DELETE;Interact1
1402815870.474841;221;404;POST;Other
1402816415.803427;42;400;DELETE;Other
1402816592.651557;93;302;PUT;Popular
1402816194.099082;164;200;PUT;Interact2
1402816416.980723;75;302;PUT;Other
1402816443.686666;183;200;GET;Interact3
1402816080.510743;20;400;POST;Interact2
1402816080.138942;224;200;GET;Other
1402815923.755836;205;302;GET;Other
1402815949.033869;264;500;GET;Popular
1402816133.972204;45;200;GET;Interact1
1402815785.583946;262;200;POST;Popular
1402815690.279549;48;302;PUT;Interact3
1402816254.866883;22;302;POST;Interact2
1402816528.369022;44;201;POST;Other
1402816121.513663;173;200;PUT;Interact2
1402816211.429102;121;200;DELETE;Interact3
1402815627.643251;139;200;POST;Interact3
1402816472.870937;191;200;POST;Other
1402816292.032434;161;200;PUT;Interact3
1402816449.173425;259;302;GET;Interact2
1402816551.074272;40;200;PUT;Interact3
1402815696.314715;225;200;PUT;Interact1
1402816292.371832;236;400;DELETE;Popular
1402816303.117412;155;404;GET;Popular
1402816495.225007;137;405;PUT;Interact2
1402816069.757533;99;200;DELETE;Interact1
1402816480.614103;220;200;DELETE;Interact2
1402815649.512641;172;200;POST;Interact3
1402816578.274734;279;200;PUT;Popular
1402816407.948934;81;404;GET;Other
1402816437.737086;221;200;DELETE;Interact3
1402816325.728056;22;200;POST;Popular
1402815679.944419;215;400;DELETE;Popular
1402816363.962675;189;405;POST;Other
1402815690.335895;222;200;GET;Interact2
1402815693.246824;40;405;GET;Popular
1402815816.213756;279;405;PUT;Interact1
1402816320.155552;48;302;GET;Interact1
1402815727.630419;120;200;POST;Interact3
1402816091.273355;243;302;PUT;Other
1402815993.341743;138;400;DELETE;Interact1
1402816083.17289;233;404;PUT;Popular
1402816363.832896;281;200;DELETE;Other
1402816448.536533;272;200;POST;Interact3
1402816513.501946;78;201;POST;Interact2
1402815621.874676;273;302;POST;Interact2
1402816552.403992;288;200;DELETE;Other
1402816439.490724;65;200;POST;Interact3
1402815936.260562;273;500;DELETE;Interact3
1402816528.699836;280;400;PUT;Interact2
1402816098.393673;136;200;POST;Interact2
1402816526.510484;102;400;POST;Interact3
1402816360.656383;219;200;DELETE;Other
1402815674.21357;145;200;PUT;Interact1
1402815997.787119;21;200;DELETE;Interact3
1402816040.690919;222;302;GET;Other
1402815698.477546;74;500;DELETE;Interact1
1402816226.003634;38;201;DELETE;Interact2
1402815633.844534;260;200;PUT;Other
1402815932.499058;155;200;DELETE;Other
1402815862.348428;289;404;GET;Interact3
1402815956.365244;210;200;PUT;Other
1402815679.718373;209;302;DELETE;Popular
1402816411.443518;215;404;GET;Interact3
1402815623.397336;46;302;PUT;Popular
1402816142.488667;150;404;GET;Other
1402815908.381454;41;201;PUT;Other
1402815818.405085;39;200;POST;Popular
1402816033.517321;163;200;GET;Interact2
1402816457.136132;66;201;PUT;Interact1
1402816163.594943;212;200;GET;Interact2
1402816597.382327;123;200;DELETE;Popular
1402815654.832357;188;302;DELETE;Interact3
1402815845.618115;251;200;DELETE;Interact3
1402815624.951038;63;200;GET;Other
1402816252.447704;102;404;PUT;Popular
1402816189.227519;280;200;GET;Interact2
1402816247.8583;278;200;POST;Interact1
1402816277.954136;137;405;PUT;Interact3
1402815832.840694;207;200;GET;Popular
1402816020.678183;240;400;PUT;Popular
1402815654.721182;247;200;GET;Interact2
1402816244.98224;37;201;PUT;Popular
1402816341.844303;87;200;POST;Interact2
1402816458.823465;60;400;DELETE;Interact3
1402816282.517268;229;405;GET;Interact2
1402816513.812115;146;200;GET;Interact2
1402816136.694032;237;201;GET;Popular
1402816101.681154;254;200;POST;Interact2
1402815968.465043;40;404;DELETE;Interact3
1402816254.290291;204;201;DELETE;Interact3
1402816181.723001;261;200;DELETE;Interact2
1402816468.385325;87;200;POST;Interact2
1402816505.56674;119;200;PUT;Interact3
1402816149.003394;28;200;DELETE;Interact2
1402816396.673063;176;201;POST;Interact2
1402816232.228477;230;200;DELETE;Interact3
1402815980.542414;237;400;PUT;Interact2
1402815979.345163;81;201;PUT;Interact1
1402816416.031583;83;200;PUT;Popular
1402815734.335365;244;200;PUT;Interact3
1402815705.090024;147;400;DELETE;Interact1
1402815767.227377;252;200;POST;Interact2
1402816375.172797;177;405;DELETE;Interact3
1402816058.039095;128;201;DELETE;Interact3
1402816480.643599;95;200;PUT;Other
1402816183.483196;133;200;POST;Popular
1402816242.720843;228;404;GET;Popular
1402815824.278111;27;200;POST;Popular
1402815671.745559;179;200;DELETE;Popular
1402816540.461862;272;200;PUT;Interact3
1402815668.295341;111;200;PUT;Interact3
1402816197.316389;127;200;GET;Interact2
1402816186.208989;197;405;DELETE;Interact2
1402816440.044967;265;200;PUT;Popular
1402816061.822474;240;201;DELETE;Interact3
1402816041.555538;161;400;DELETE;Interact3
1402816087.096793;21;400;GET;Interact3
1402816440.364895;148;200;GET;Interact2
1402816093.058379;166;200;GET;Interact3
1402816421.186067;100;200;POST;Interact1
1402815779.676818;263;400;DELETE;Interact1
1402816129.17909;178;200;DELETE;Other
1402815995.119926;194;201;POST;Other
1402815718.144394;262;200;DELETE;Other
1402815776.618068;84;302;POST;Popular
1402816412.000772;48;201;DELETE;Interact1
1402815702.549206;186;400;PUT;Interact3
1402816195.8806;259;200;GET;Interact1
1402816366.125732;248;500;POST;Interact1
1402815867.108356;44;200;GET;Interact3
1402815907.754838;191;200;PUT;Interact1
1402815876.274513;108;200;POST;Popular
1402816123.582847;103;400;GET;Interact2
1402816156.970539;66;200;PUT;Interact2
1402816373.7343;229;400;PUT;Popular
1402815966.513027;209;302;POST;Interact1
1402816576.663;174;404;PUT;Interact1
1402815672.804915;80;302;POST;Interact2
1402816380.416501;244;302;POST;Interact3
1402816591.420308;66;201;PUT;Interact1
1402816223.241037;144;200;GET;Other
1402816140.893201;131;404;POST;Other
1402815612.492319;289;200;PUT;Interact3
1402816538.740539;237;200;GET;Popular
1402816236.414093;146;200;PUT;Interact3
1402816140.196549;126;400;POST;Interact3
1402815828.980803;21;404;DELETE;Popular
1402816104.932265;209;200;DELETE;Other
1402816286.966466;176;200;DELETE;Other
1402816462.628609;46;302;DELETE;Interact1
1402816326.193541;127;400;PUT;Interact2
1402816184.437398;191;200;POST;Other
1402815817.353615;289;500;GET;Interact1
1402815903.930702;261;302;POST;Interact3
1402816547.454091;53;400;DELETE;Interact3
1402816265.577773;81;200;POST;Other
1402816442.960975;199;200;PUT;Popular
1402815955.136811;130;200;PUT;Interact1
1402816465.840424;260;500;DELETE;Interact1
1402816345.444897;69;404;POST;Interact3
1402816151.992779;165;200;GET;Other
1402815863.672804;152;404;POST;Popular
1402815817.829745;71;302;DELETE;Interact1
1402816407.912845;233;400;DELETE;Popular
1402816011.688965;95;200;PUT;Popular
1402816050.937299;127;201;DELETE;Interact2
1402815651.794264;295;302;PUT;Popular
1402816346.797144;88;200;DELETE;Interact2
1402816582.465022;216;302;PUT;Other
1402815609.558591;195;200;DELETE;Interact2
1402815672.11786;143;400;PUT;Interact3
1402815739.343012;205;200;POST;Interact3
1402815938.772908;85;200;DELETE;Interact1
1402816501.688695;78;405;GET;Interact2
1402816270.005285;150;200;DELETE;Other
1402815723.003006;159;200;GET;Popular
1402816496.318591;257;500;DELETE;Interact1
1402816207.87908;70;404;PUT;Other
1402816201.081928;254;500;POST;Interact2
1402815893.375792;50;200;PUT;Other
1402815724.541322;55;500;GET;Interact3
1402816500.070772;88;404;POST;Other
1402815854.485223;90;302;GET;Interact3
1402816579.599757;34;200;DELETE;Popular
1402815651.556379;233;200;GET;Interact3
1402816374.10112;284;400;POST;Interact2
1402815638.800697;170;200;DELETE;Interact3
1402815647.156993;86;302;DELETE;Interact1
1402815716.197006;90;302;POST;Interact1
1402816026.305208;149;405;PUT;Other
1402815723.911031;80;200;PUT;Popular
1402816516.181828;102;302;GET;Popular
1402816135.228445;292;400;GET;Popular
1402816089.69497;59;200;DELETE;Interact1
1402815854.390026;44;400;PUT;Interact2
1402815730.552886;46;200;PUT;Popular
